Name,link,Org Name,Org Link,Notes,Formats
Quarterly Release of Provisional Statistics for Long Term Business 2017,https://data.gov.hk/en-data/dataset/ia-ia1-lstatsq2017,Insurance Authority,https://data.gov.hk/en-datasets/provider/ia ,,"XLS,"
Quarterly Release of Provisional Statistics for Long Term Business 2018,https://data.gov.hk/en-data/dataset/ia-ia1-lstatsq2018,Insurance Authority,https://data.gov.hk/en-datasets/provider/ia ,,"XLS,"
Quotation Notices,https://data.gov.hk/en-data/dataset/hk-gpa-msd-gpa-quotation,Government Property Agency,https://data.gov.hk/en-datasets/provider/hk-gpa ,,"XLSX,"
Recruitment,https://data.gov.hk/en-data/dataset/hk-hkma-recruit-recruitment,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Register of AIs and LROs,https://data.gov.hk/en-data/dataset/hk-hkma-banksvf-register-ais-lros,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Register of SVF Licensees,https://data.gov.hk/en-data/dataset/hk-hkma-banksvf-register-svf-licensees,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Register of Securities Staff of AIs,https://data.gov.hk/en-data/dataset/hk-hkma-banksvf-register-ais-secstaff,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Replies to Questions raised by Members of Finance Committee (GPA),https://data.gov.hk/en-data/dataset/hk-gpa-msd-gpa-sfc,Government Property Agency,https://data.gov.hk/en-datasets/provider/hk-gpa ,,"XLSX,"
Salaries Tax / Personal Assessment Deductions (Maximum Limits of Deductions),https://data.gov.hk/en-data/dataset/hk-ird-ird_json-tax-deduction,Inland Revenue Department,https://data.gov.hk/en-datasets/provider/hk-ird ,,"CSV,"
Stamp Duty Collections and Stamp Office Activities,https://data.gov.hk/en-data/dataset/hk-ird-ird_json-ar-sch09,Inland Revenue Department,https://data.gov.hk/en-datasets/provider/hk-ird ,,"CSV,"
Statistical Data on Charges/Memorandum of Discharge Delivered for Registration,https://data.gov.hk/en-data/dataset/hk-cr-crdata-stat-charges,Companies Registry,https://data.gov.hk/en-datasets/provider/hk-cr ,,"XLS,"
Statistical Data on Dissolution,https://data.gov.hk/en-data/dataset/hk-cr-crdata-stat-dissolution,Companies Registry,https://data.gov.hk/en-datasets/provider/hk-cr ,,"XLS,"
Statistical Data on Documents Delivered for Registration,https://data.gov.hk/en-data/dataset/hk-cr-crdata-stat-documents-delivered-registration,Companies Registry,https://data.gov.hk/en-datasets/provider/hk-cr ,,"XLS,"
Statistical Data on Liquidations,https://data.gov.hk/en-data/dataset/hk-cr-crdata-stat-liquidations,Companies Registry,https://data.gov.hk/en-datasets/provider/hk-cr ,,"XLS,"
Statistical Data on Local Companies Incorporated,https://data.gov.hk/en-data/dataset/hk-cr-crdata-stat-local-companies-incorporated,Companies Registry,https://data.gov.hk/en-datasets/provider/hk-cr ,,"XLS,"
Statistical Data on Local Companies that are Registered on the Companies Register,https://data.gov.hk/en-data/dataset/hk-cr-crdata-stat-local-companies,Companies Registry,https://data.gov.hk/en-datasets/provider/hk-cr ,,"XLS,"
Statistical Data on Registered Non-Hong Kong Companies,https://data.gov.hk/en-data/dataset/hk-cr-crdata-stat-non-hk-companies,Companies Registry,https://data.gov.hk/en-datasets/provider/hk-cr ,,"XLS,"
Statistics,https://data.gov.hk/en-data/dataset/hk-oro-oro-statistics,Official Receiver's Office,https://data.gov.hk/en-datasets/provider/hk-oro ,,"CSV,"
Statistics Data on Prosecution,https://data.gov.hk/en-data/dataset/hk-cr-crdata-stat-prosecution,Companies Registry,https://data.gov.hk/en-datasets/provider/hk-cr ,,"XLS,"
Statistics Data on Searches on Image Records of Documents,https://data.gov.hk/en-data/dataset/hk-cr-crdata-stat-company-searches,Companies Registry,https://data.gov.hk/en-datasets/provider/hk-cr ,,"XLS,"
"Statistics of Special Stamp Duty (SSD), Buyer's Stamp Duty (BSD), Doubled Ad Valorem Stamp Duty (DSD) and New Residential Stamp Duty (NRSD)",https://data.gov.hk/en-data/dataset/hk-ird-ird_json-stamp-duty,Inland Revenue Department,https://data.gov.hk/en-datasets/provider/hk-ird ,,"CSV,"
"Statistics on Currency, Money Supply and Interest Rates",https://data.gov.hk/en-data/dataset/hk-censtatd-tablechart-money,Census and Statistics Department,https://data.gov.hk/en-datasets/provider/hk-censtatd ,,"CSV,XLS,"
Surplus Government Accommodation,https://data.gov.hk/en-data/dataset/hk-gpa-msd-gpa-sga,Government Property Agency,https://data.gov.hk/en-datasets/provider/hk-gpa ,,"XLSX,"
Tax Rate Table of  Salaries Tax / Personal Assessment,https://data.gov.hk/en-data/dataset/hk-ird-ird_json-tax-rate,Inland Revenue Department,https://data.gov.hk/en-datasets/provider/hk-ird ,,"CSV,"
Tax Reduction,https://data.gov.hk/en-data/dataset/hk-ird-ird_json-tax-reduction,Inland Revenue Department,https://data.gov.hk/en-datasets/provider/hk-ird ,,"CSV,"
Tender Notices,https://data.gov.hk/en-data/dataset/hk-gpa-msd-gpa-tender,Government Property Agency,https://data.gov.hk/en-datasets/provider/hk-gpa ,,"XLSX,"
Unincorporated Businesses － Profits Tax Contributions from Various Business Sectors,https://data.gov.hk/en-data/dataset/hk-ird-ird_json-ar-sch04,Inland Revenue Department,https://data.gov.hk/en-datasets/provider/hk-ird ,,"CSV,"
inSight Articles,https://data.gov.hk/en-data/dataset/hk-hkma-insight-insight-articles,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Average daily supply and auction prices of live pigs in the past 12 months,https://data.gov.hk/en-data/dataset/hk-fehd-fehdsh-monthly-average-supply-auction,Food and Environmental Hygiene Department,https://data.gov.hk/en-datasets/provider/hk-fehd ,,"XML,"
Distribution of the number of live pigs sold at different auction prices on the day,https://data.gov.hk/en-data/dataset/hk-fehd-fehdsh-daily-auction-distribution,Food and Environmental Hygiene Department,https://data.gov.hk/en-datasets/provider/hk-fehd ,,"CSV,"
Food licences (except restaurant licences),https://data.gov.hk/en-data/dataset/hk-fehd-fehdlmis-food-licences,Food and Environmental Hygiene Department,https://data.gov.hk/en-datasets/provider/hk-fehd ,,"XML,"
Pesticides Licensee List - Part I,https://data.gov.hk/en-data/dataset/hk-afcd-afcdlist-pesticides-licensee-1,"Agriculture, Fisheries and Conservation Department",https://data.gov.hk/en-datasets/provider/hk-afcd ,,"CSV,"
Pesticides Licensee List - Part II,https://data.gov.hk/en-data/dataset/hk-afcd-afcdlist-pesticides-licensee-2,"Agriculture, Fisheries and Conservation Department",https://data.gov.hk/en-datasets/provider/hk-afcd ,,"CSV,"
Products exempted from nutrition labelling,https://data.gov.hk/en-data/dataset/hk-fehd-fehdfics-products-exempted-from-nutrition-labelling,Food and Environmental Hygiene Department,https://data.gov.hk/en-datasets/provider/hk-fehd ,,"XML,"
Registered Pesticides List - Part I,https://data.gov.hk/en-data/dataset/hk-afcd-afcdlist-registered-pesticide-1,"Agriculture, Fisheries and Conservation Department",https://data.gov.hk/en-datasets/provider/hk-afcd ,,"XLSX,"
Registered Pesticides List - Part II,https://data.gov.hk/en-data/dataset/hk-afcd-afcdlist-registered-pesticide-2,"Agriculture, Fisheries and Conservation Department",https://data.gov.hk/en-datasets/provider/hk-afcd ,,"XLSX,"
Restaurant licences,https://data.gov.hk/en-data/dataset/hk-fehd-fehdlmis-restaurant-licences,Food and Environmental Hygiene Department,https://data.gov.hk/en-datasets/provider/hk-fehd ,,"XML,"
Sale of restricted food permits,https://data.gov.hk/en-data/dataset/hk-fehd-fehdlmis-sale-of-restricted-food-permits,Food and Environmental Hygiene Department,https://data.gov.hk/en-datasets/provider/hk-fehd ,,"XML,"
Supply of major fresh food  (reference figures),https://data.gov.hk/en-data/dataset/hk-afcd-afcdlist-supply-figures,"Agriculture, Fisheries and Conservation Department",https://data.gov.hk/en-datasets/provider/hk-afcd ,,"CSV,"
Today's Live Pig Supply and Auction Prices / Tomorrow's Live Pig Supply Forecast,https://data.gov.hk/en-data/dataset/hk-fehd-fehdsh-daily-supply-auction,Food and Environmental Hygiene Department,https://data.gov.hk/en-datasets/provider/hk-fehd ,,"XML,"
Wholesale prices of major fresh food (average reference figures),https://data.gov.hk/en-data/dataset/hk-afcd-afcdlist-wholesale-prices,"Agriculture, Fisheries and Conservation Department",https://data.gov.hk/en-datasets/provider/hk-afcd ,,"CSV,"
Accident & Emergency Departments Communicable Diseases Syndromic Surveillance,https://data.gov.hk/en-data/dataset/hk-dh-chpsebcdde-aed-cdis-syndromic,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
Accident and Emergency Waiting Time,https://data.gov.hk/en-data/dataset/hospital-hadata-ae-waiting-time,Hospital Authority,https://data.gov.hk/en-datasets/provider/hospital ,,"JSON,XLSX,"
Ambulatory and Community Services Throughputs,https://data.gov.hk/en-data/dataset/hospital-hadata-service-ambulatory-community,Hospital Authority,https://data.gov.hk/en-datasets/provider/hospital ,,"JSON,XLSX,"
Antenatal Screening,https://data.gov.hk/en-data/dataset/hk-dh-dh_phlsb-phlsb-antenatal-screening,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"CSV,"
Antimicrobial Susceptibility Testing,https://data.gov.hk/en-data/dataset/hk-dh-dh_phlsb-phlsb-antimicrobial-susceptibility-testing,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"CSV,"
Bacterial Pathogen Isolation and Percentage of Antimicrobial Resistance - Out-patient Setting,https://data.gov.hk/en-data/dataset/hk-dh-dh_phlsb-phlsb-bac-path-isolation-antimicrobial-resistance,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"CSV,"
Behavioural Risk Factor Survey,https://data.gov.hk/en-data/dataset/hk-dh-dh_ncddhss-ncdd-dataset-1,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
Birth Statistics,https://data.gov.hk/en-data/dataset/hk-dh-dh_ncddhss-ncdd-dataset-2,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
Cancer Statistics,https://data.gov.hk/en-data/dataset/hk-dh-dh_ncddhss-ncdd-dataset-11,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
Classification and total of family attendances of Genetic Counselling Service,https://data.gov.hk/en-data/dataset/hk-dh-dh_cgs-cgs-classification-attendances,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"CSV,"
Confirmed Cases of Food Poisoning due to Clenbuterol & Pesticides,https://data.gov.hk/en-data/dataset/hk-dh-chpsebcdde-food-poisoning-clenbuterol-pesticides,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
Death Statistics,https://data.gov.hk/en-data/dataset/hk-dh-dh_ncddhss-ncdd-dataset-3,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
Department of Health -  outpatient service attendances,https://data.gov.hk/en-data/dataset/hk-dh-dh_ncddhss-ncdd-dataset-13,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
Detection Rate of Overweight & Obesity of 4-year old Children,https://data.gov.hk/en-data/dataset/hk-dh-dh_fhs-fhs-dataset-1,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
Detection of Gastroenteritis Viruses from Faecal Specimens,https://data.gov.hk/en-data/dataset/hk-dh-dh_phlsb-phlsb-gastroenteritis-viruses,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"CSV,"
Detection of Pathogens from Respiratory Specimens,https://data.gov.hk/en-data/dataset/hk-dh-dh_phlsb-phlsb-pathogens-from-respiratory-specimens,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"CSV,"
"Doctors per 10,000 population",https://data.gov.hk/en-data/dataset/hk-dh-dh_ncddhss-ncdd-dataset-5,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
EV Scan's figures data,https://data.gov.hk/en-data/dataset/hk-dh-chpsebcdde-ev-scan,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
Estimated total and per capita alcohol consumption,https://data.gov.hk/en-data/dataset/hk-dh-dh_ncddhss-ncdd-dataset-12,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
FEHD facility and service locations,https://data.gov.hk/en-data/dataset/hk-fehd-fehdlocatn-fehd-facility-and-service-locations,Food and Environmental Hygiene Department,https://data.gov.hk/en-datasets/provider/hk-fehd ,,"XML,"
Feature Articles on Health,https://data.gov.hk/en-data/dataset/hk-censtatd-tablechart-fa-health,Census and Statistics Department,https://data.gov.hk/en-datasets/provider/hk-censtatd ,,"CSV,XLS,XLSX,"
Flu Express's figures data,https://data.gov.hk/en-data/dataset/hk-dh-chpsebcddr-flu-express,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
General Outpatient Clinic Quota,https://data.gov.hk/en-data/dataset/hospital-hadata-gop-quota,Hospital Authority,https://data.gov.hk/en-datasets/provider/hospital ,,"JSON,XLSX,"
HIV Antibody Testing by Government Virus Unit,https://data.gov.hk/en-data/dataset/hk-dh-dh_ncddhss-dh-hiv-antibody,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"CSV,"
HIV/AIDS yearly statistics in Hong Kong,https://data.gov.hk/en-data/dataset/hk-dh-dh_spp-dh-spp-hiv-aids-yearly-figures,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
Health Manpower Survey,https://data.gov.hk/en-data/dataset/hk-dh-dh_hmu-dh-hmu-hms,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
Hong Kong's Domestic Health Accounts (HKDHA),https://data.gov.hk/en-data/dataset/hk-fhb-fhbro-hkdha,Food and Health Bureau,https://data.gov.hk/en-datasets/provider/hk-fhb ,,"XLSX,"
Influenza Virus Subtyping,https://data.gov.hk/en-data/dataset/hk-dh-dh_phlsb-phlsb-influenza-virus-subtyping,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"CSV,"
Inpatient Statistics,https://data.gov.hk/en-data/dataset/hk-dh-dh_ncddhss-ncdd-dataset-10,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
Inpatient and Day Inpatient Services Throughputs,https://data.gov.hk/en-data/dataset/hospital-hadata-service-ipdp,Hospital Authority,https://data.gov.hk/en-datasets/provider/hospital ,,"JSON,XLSX,"
Life Expectancy,https://data.gov.hk/en-data/dataset/hk-dh-dh_ncddhss-ncdd-dataset-9,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
List of Hospital Authority Hospitals/Institutions/Specialist Outpatient Clinics/General Outpatient Clinics,https://data.gov.hk/en-data/dataset/hospital-hadata-health-care-facilities,Hospital Authority,https://data.gov.hk/en-datasets/provider/hospital ,,"JSON,XLSX,"
List of Licensed Drug Dealers (English Only),https://data.gov.hk/en-data/dataset/hk-dh-dh_do-hk-dh-do-licensed-drug-dealer,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XML,"
List of Licensed Pharmacies (English Only),https://data.gov.hk/en-data/dataset/hk-dh-dh_do-hk-dh-do-licensed-pharmacy,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XML,"
"List of Registered Nursing Homes under Hospitals, Nursing Homes and Maternity Homes Registration Ordinance (Cap. 165)",https://data.gov.hk/en-data/dataset/hk-dh-dh_hq-dh-orphf-nh,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
List of Registered Pharmaceutical Products,https://data.gov.hk/en-data/dataset/hk-dh-dh_do-hk-dh-do-pharmaceutical-product,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XML,"
"List of Registered Private Hospitals under Hospitals, Nursing Homes and Maternity Homes Registration Ordinance (Cap. 165)",https://data.gov.hk/en-data/dataset/hk-dh-dh_hq-dh-orphf-ph,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
List of applications for proprietary Chinese medicine (pCm) registration,https://data.gov.hk/en-data/dataset/hk-dh-cmd-cmd-list-of-proprietary-chinese-medicine,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XML,"
List of approved hospitals/clinics under section 47A (3) of the Offences Against the Person Ordinance (Cap. 212),https://data.gov.hk/en-data/dataset/hk-dh-dh_hq-dh-orphf-hc,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
List of clinics registered under Medical Clinics Ordinance (Cap. 343),https://data.gov.hk/en-data/dataset/hk-dh-dh_hq-dh-orphf-mc,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
List of holders of certificate for manufacturer (good manufacturing practice for proprietary Chinese medicines),https://data.gov.hk/en-data/dataset/hk-dh-cmd-cmd-list-of-good-manufacturing-practice,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,XML,"
Lists of Chinese medicine practitioners,https://data.gov.hk/en-data/dataset/hk-dh-cmd-cmd-list-of-chinese-medicines-practitioners,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,XML,"
Lists of Clinics / Centres of the Department of Health,https://data.gov.hk/en-data/dataset/hk-dh-dh_hq-list-of-dh-clinics,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
Lists of licensed Chinese medicines traders,https://data.gov.hk/en-data/dataset/hk-dh-cmd-cmd-list-of-chinese-medicines-traders,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,XML,"
Local Statistics on Injury among Youth,https://data.gov.hk/en-data/dataset/hk-dh-dh_ncddhss-ncdd-dataset-4,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
Major Health Related Statistics of Hong Kong,https://data.gov.hk/en-data/dataset/hk-fhb-fhbro-healthstat,Food and Health Bureau,https://data.gov.hk/en-datasets/provider/hk-fhb ,,"XLSX,"
Manpower Position - Number of Full-time Equivalent (FTE) Staff,https://data.gov.hk/en-data/dataset/hospital-hadata-manpower,Hospital Authority,https://data.gov.hk/en-datasets/provider/hospital ,,"JSON,XLSX,"
No. of vaccines administered under Government Vaccination Programme (GVP),https://data.gov.hk/en-data/dataset/hk-dh-dh_pmpdb-statistics-gvp-eng,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"CSV,"
No. of vaccines administered under Vaccination Subsidy Scheme (VSS),https://data.gov.hk/en-data/dataset/hk-dh-dh_pmpdb-statistics-vss-eng,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"CSV,"
Number of Hospitals under Correctional Institutions,https://data.gov.hk/en-data/dataset/hk-dh-dh_ncddhss-ncdd-dataset-8,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
Number of Nursing Homes,https://data.gov.hk/en-data/dataset/hk-dh-dh_ncddhss-ncdd-dataset-7,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
Number of Private Hospitals,https://data.gov.hk/en-data/dataset/hk-dh-dh_ncddhss-ncdd-dataset-6,Department of Health,https://data.gov.hk/en-datasets/provider/hk-dh ,,"XLSX,"
